"Title","Type","Area","Source","PIC","Tel","href","Addr","Pos"
"外埔台福基督教會","教會","台灣 - 台中市","台福基督教會總會台灣辦事處","林錦昔 牧師","04-2683-7827","https://church.oursweb.net/church.php?pkey=814077","438017台中市外埔區外埔路775號","{""lat"":""24.3323068"",""lng"":""120.65357670000003""}"
"新社台福基督教會","教會","台灣 - 台中市","426016台中市新社區東興村興社街一段250號","林進德","04-2581-0917","https://church.oursweb.net/church.php?pkey=814079","426016台中市新社區東興村興社街一段250號","{""lat"":""24.2050570"",""lng"":""120.8213460""}"
"台灣基督教門諾會光復教會","教會","台灣 - 台北市","台灣基督教門諾會教會聯會","李永義 傳道","02-2578-2238","https://church.oursweb.net/church.php?pkey=814083","105047台北市松山區光復南路46巷1之2號1樓","{""lat"":""25.046278"",""lng"":""121.557289""}"
"中國基督教長老會青島村教會","教會","台灣 - 高雄市","812021高雄市小港區飛機路352號","金惠恩 牧師","07-801-7437","https://church.oursweb.net/church.php?pkey=814085","812021高雄市小港區飛機路352號","{""lat"":""22.5733130"",""lng"":""120.3578670""}"
"基督教城光教會","教會","台灣 - 台北市","104017台北市中山區民生西路3巷2號2樓","林志陽 牧師","02-2522-4508","https://church.oursweb.net/church.php?pkey=814089","104017台北市中山區民生西路3巷2號2樓","{""lat"":""25.058151"",""lng"":""121.521674""}"
"宣道會傳神堂","教會","台灣 - 台中市","財團法人基督教宣道會台灣省聯會","華榮光","04-2475-4001","https://church.oursweb.net/church.php?pkey=814091","408027台中市南屯區大進街28號2樓","{""lat"":""24.1420850"",""lng"":""120.6514070""}"
"財團法人基督教建興教會","教會","台灣 - 高雄市","johnsonlee777@gmail.com","李重生 傳道","07-389-2924","https://church.oursweb.net/church.php?pkey=814094","807053高雄市三民區建德路204巷1之2號","{""lat"":""22.6446120"",""lng"":""120.3233700""}"
"基督徒福音推廣協會","宣教福音","台灣 - 南投縣","545006南投縣埔里鎮鐵山路6號","游寶平","049-914528","https://church.oursweb.net/church.php?pkey=814097","545006南投縣埔里鎮鐵山路6號","{""lat"":""23.9717410"",""lng"":""120.9464570""}"
"基督教恩惠堂","教會","台灣 - 台中市","407043台中市西屯區智惠街37號","黃秀珠 傳道","04-2311-7003","https://church.oursweb.net/church.php?pkey=814100","407043台中市西屯區智惠街37號","{""lat"":""24.1672790"",""lng"":""120.6465990""}"
"台灣恩惠福音會漢寶基督教會","教會","台灣 - 彰化縣","財團法人台灣基督教恩惠福音會","黃榮福 牧師","04-899-1253","https://church.oursweb.net/church.php?pkey=814103","528013彰化縣芳苑鄉草漢路漢寶段81號","{""lat"":""24.0057310"",""lng"":""120.3849355""}"
"財團法人台北市基督教浸信會懷恩堂","教會","台灣 - 台北市","中華基督教浸信會聯會","吳榮滁 牧師","02-2362-5321","https://church.oursweb.net/church.php?pkey=814109","106021台北市大安區新生南路三段90號","{""lat"":""25.0178"",""lng"":""121.533176""}"
"基督教迴龍主恩教會","教會","台灣 - 新北市","https://www.facebook.com/Huilong.Lords.Grace.Church","","02-2689-4902","https://church.oursweb.net/church.php?pkey=814112","238029新北市樹林區龍興街14巷1號","{""lat"":""24.9992940"",""lng"":""121.4425950""}"
"高雄聖經聖潔會","教會","台灣 - 高雄市","mingjer.huang@gmail.com","戴源宏 傳道","0932-854-800","https://church.oursweb.net/church.php?pkey=814114","802409高雄市苓雅區中正二路139號6樓之4","{""lat"":""22.6303020"",""lng"":""120.3149490""}"
"基督教救世軍台中隊","教會","台灣 - 台中市","財團法人基督教救世軍台灣區總部","謝文禎 牧師","04-2314-6185","https://church.oursweb.net/church.php?pkey=814118","407034台中市西屯區四川東街67號","{""lat"":""24.1643870"",""lng"":""120.6536950""}"
"基督教救世軍台南教會","教會","台灣 - 台南市","財團法人基督教救世軍台灣區總部","李德峰 牧師","06-268-1476","https://church.oursweb.net/church.php?pkey=814120","701016台南市東區崇學路96巷22號","{""lat"":""22.9785440"",""lng"":""120.2233890""}"
"基督徒芝蘭教會","教會","台灣 - 台北市","godbless@lfhchurch.com","黃仲明 牧師","02-2833-2185","https://church.oursweb.net/church.php?pkey=814122","111027台北市士林區德行東路213號2樓","{""lat"":""25.109328"",""lng"":""121.532631""}"
"基督教頂埔教會","教會","台灣 - 新北市","fuyuco77@yahoo.com.tw","陳秀妹 牧師","02-2268-3207","https://church.oursweb.net/church.php?pkey=814124","236045新北市土城區中州路3巷50號","{""lat"":""24.9565880"",""lng"":""121.4134600""}"
"基督教腓立教會","教會","台灣 - 桃園市","338016桃園市蘆竹區海山路二段64號","黃福興 牧師","03-354-4576","https://church.oursweb.net/church.php?pkey=814127","338016桃園市蘆竹區海山路二段64號","{""lat"":""25.1017979"",""lng"":""121.2606380""}"
"貴格會崇信教會","教會","台灣 - 基隆市","基督教台灣貴格會聯會","林富山 牧師","02-2455-4969","https://church.oursweb.net/church.php?pkey=814130","206001基隆市七堵區大華一路63-1號","{""lat"":""25.1017735"",""lng"":""121.71488239999996""}"
"台灣恩惠福音會新寶基督教會","教會","台灣 - 彰化縣","財團法人台灣基督教恩惠福音會","黃春益 牧師","04-893-2817","https://church.oursweb.net/church.php?pkey=814102","528009彰化縣芳苑鄉新寶村永豐巷1號","{""lat"":""23.9769530"",""lng"":""120.3567500""}"
"基督教浸信會復興堂","教會","台灣 - 基隆市","中華基督教浸信會聯會","劉肇陽 牧師","02-2422-4731","https://church.oursweb.net/church.php?pkey=814108","200013基隆市仁愛區復興街48號","{""lat"":""25.12607"",""lng"":""121.75258""}"
"台南真光靈糧堂","教會","台灣 - 台南市","靈糧全球使徒性網絡","周學仁","06-311-5871","https://church.oursweb.net/church.php?pkey=814110","710018台南市永康區中華一路39巷96號","{""lat"":""23.0026824"",""lng"":""120.2380109""}"
"基督教高雄市福音教會","教會","台灣 - 高雄市","807044高雄市三民區九如一路560巷29號","","","https://church.oursweb.net/church.php?pkey=814113","807044高雄市三民區九如一路560巷29號","{""lat"":""22.6401860"",""lng"":""120.3259810""}"
"基督教國際組織救世軍內湖教會","教會","台灣 - 台北市","財團法人基督教救世軍台灣區總部","陳忠良","02-2799-0098","https://church.oursweb.net/church.php?pkey=814116","114003台北市內湖區內湖路一段285巷63弄7號1樓","{""lat"":""25.084061"",""lng"":""121.567205""}"
"基督教救世軍台北中央堂","教會","台灣 - 台北市","財團法人基督教救世軍台灣區總部","梁世琨 少校","02-2705-8150","https://church.oursweb.net/church.php?pkey=814119","106102台北市大安區四維路208巷1號","{""lat"":""25.026346"",""lng"":""121.547767""}"
"基督教救恩會壽山教會","教會","台灣 - 高雄市","804005高雄市鼓山區鼓山一路161巷20號","楊明華 牧師","07-561-2914","https://church.oursweb.net/church.php?pkey=814121","804005高雄市鼓山區鼓山一路161巷20號","{""lat"":""22.6303200"",""lng"":""120.2801440""}"
"理想國聖教會","教會","台灣 - 台中市","台灣聖教會總會","邢淑珍 傳道","04-2632-1126","https://church.oursweb.net/church.php?pkey=814123","434012台中市龍井區藝術街38巷9號","{""lat"":""24.1881580"",""lng"":""120.5942330""}"
"基督教景美聖潔會","教會","台灣 - 台北市","財團法人基督教中華聖潔會","莊晶亮","02-2931-6764","https://church.oursweb.net/church.php?pkey=814126","116072台北市文山區興隆路二段244巷37弄2號1樓","{""lat"":""24.999494"",""lng"":""121.5533""}"
"基督教華人改革宗台北教會","教會","台灣 - 台北市","基督教改革宗長老會","錢曜誠 牧師","02-2704-1559","https://church.oursweb.net/church.php?pkey=814128","116021台北市文山區興隆路四段113號","{""lat"":""24.9866150"",""lng"":""121.5609903""}"
"台灣基督傳道會大後教會","教會","台灣 - 屏東縣","922024屏東縣來義鄉大後村5號","邱宵鳳","08-789-2002","https://church.oursweb.net/church.php?pkey=814133","922024屏東縣來義鄉大後村5號","{""lat"":""22.5502308"",""lng"":""120.6841447""}"
"台灣基督傳道會佳興教會","教會","台灣 - 屏東縣","921024屏東縣泰武鄉佳興村2之2號","沈素貞","08-792-0036","https://church.oursweb.net/church.php?pkey=814137","921024屏東縣泰武鄉佳興村2之2號","{""lat"":""22.570742"",""lng"":""120.662277""}"
"台灣基督傳道會義林教會","教會","台灣 - 屏東縣","922020屏東縣來義鄉義林村71之1號","魏嫦娥","08-785-0815","https://church.oursweb.net/church.php?pkey=814139","922020屏東縣來義鄉義林村71之1號","{""lat"":""22.5439979"",""lng"":""120.6717550""}"
"基督教西門町愛之屋教會","教會","台灣 - 台北市","godlove5010@gmail.com","王婷 牧師","02-2361-8585","https://church.oursweb.net/church.php?pkey=814141","108006台北市萬華區昆明街142號4樓之5","{""lat"":""25.0426126"",""lng"":""121.5046471""}"
"基督教新生命福音中心","教會","台灣 - 台中市","407018台中市西屯區工業一路96巷7弄1號2樓-2","朴萬仙","04-23597674","https://church.oursweb.net/church.php?pkey=814143","407018台中市西屯區工業一路96巷7弄1號2樓-2","{""lat"":""24.1725690"",""lng"":""120.6127420""}"
"基督教會主臨堂","教會","台灣 - 新北市","jlucmj777@gmail.com","鄭明仁 傳道","0981-795-230","https://church.oursweb.net/church.php?pkey=814149","231024新北市新店區中正路247巷6弄4號1樓","{""lat"":""24.9728410"",""lng"":""121.5385790""}"
"財團法人基督教會台北國語禮拜堂","教會","台灣 - 台北市","tmtu0806@gmail.com","屠德銘","02-2357-0663","https://church.oursweb.net/church.php?pkey=814151","100008台北市中正區中山南路3號","{""lat"":""25.043457"",""lng"":""121.51938999999993""}"
"基督教會景美禮拜堂","教會","台灣 - 台北市","chapelgm@yahoo.com.tw","許益源","02-2934-5321","https://church.oursweb.net/church.php?pkey=814153","116054台北市文山區溪口街64號","{""lat"":""24.994608"",""lng"":""121.540463""}"
"嘉義救恩堂","教會","台灣 - 嘉義市","600011嘉義市東區延平街27號","沈懷恩","05-278-6614","https://church.oursweb.net/church.php?pkey=814155","600011嘉義市東區延平街27號","{""lat"":""23.47773"",""lng"":""120.46001560000002""}"
"基督教會靈光堂","教會","台灣 - 台東縣","954028台東縣卑南鄉太平路429號","何崇穌","089-380302","https://church.oursweb.net/church.php?pkey=814158","954028台東縣卑南鄉太平路429號","{""lat"":""22.7805850"",""lng"":""121.0877840""}"
"基督教陽明山衛理福音園","其他","台灣 - 台北市","財團法人中華基督教衛理公會","曾中一","02-2861-4221","https://church.oursweb.net/church.php?pkey=814131","111014台北市士林區仰德大道2段200號","{""lat"":""25.1111310"",""lng"":""121.5500180""}"
"台灣基督傳道會古樓教會","教會","台灣 - 屏東縣","922020屏東縣來義鄉古樓村中正路13號","曾素妹 牧師","08-785-0858","https://church.oursweb.net/church.php?pkey=814135","922020屏東縣來義鄉古樓村中正路13號","{""lat"":""22.5259078"",""lng"":""120.63580339999999""}"
"財團法人台灣基督傳道會復生教會","教會","台灣 - 台北市","tcmrc.jz1919@gmail.com","張其嵩 牧師","02-2782-2075","https://church.oursweb.net/church.php?pkey=814138","115022台北市南港區南深路21巷16號1樓","{""lat"":""25.037877"",""lng"":""121.621882""}"
"基督教圓滿教堂","教會","台灣 - 台中市","mayjean96@hotmail.com","張美蓁","04-2333-8899, 0933-543-137","https://church.oursweb.net/church.php?pkey=814140","413004台中市霧峰區峰谷路900號","{""lat"":""24.0347300"",""lng"":""120.7240960""}"
"財團法人洛城基督徒敬拜中心宜蘭教會","教會","台灣 - 宜蘭縣","基督徒敬拜中心","辜恩光 牧師","03-988-7774","https://church.oursweb.net/church.php?pkey=814142","262001宜蘭縣礁溪鄉忠孝路97巷62號","{""lat"":""24.8342142"",""lng"":""121.77141800000004""}"
"基督教新竹榮民之家教會","教會","台灣 - 新竹市","300079新竹市北區崧嶺路57巷41號聯合餐廳3樓","朱新祥 牧師","03-572-2536","https://church.oursweb.net/church.php?pkey=814144","300079新竹市北區崧嶺路57巷41號聯合餐廳3樓","{""lat"":""24.793286"",""lng"":""120.954794""}"
"古亭佳音堂","教會","台灣 - 台北市","100038台北市中正區廈門街81巷40-2號","吳恩光 牧師","02-2368-8019","https://church.oursweb.net/church.php?pkey=814150","100038台北市中正區廈門街81巷40-2號","{""lat"":""25.024173"",""lng"":""121.520929""}"
"耶穌基督河南路聚會","教會","台灣 - 高雄市","800010高雄市新興區河南一路1之3號7樓","林曾蘭","07-237-1610","https://church.oursweb.net/church.php?pkey=814152","800010高雄市新興區河南一路1之3號7樓","{""lat"":""22.6366280"",""lng"":""120.3117430""}"
"永亨路教會","教會","台灣 - 新北市","234035新北市永和區永亨路111號2樓","謝秀娟","02-29290809","https://church.oursweb.net/church.php?pkey=814154","234035新北市永和區永亨路111號2樓","{""lat"":""25.0048469"",""lng"":""121.523683""}"
"財團法人台南市基督教會福音堂","教會","台灣 - 台南市","god.g237@gmail.com","陳惠鈴 牧師","06-237-0108","https://church.oursweb.net/church.php?pkey=814156","701026台南市東區莊敬路207號","{""lat"":""22.9970300"",""lng"":""120.2331638""}"
"瑞豐教會","教會","台灣 - 高雄市","mickey590423@yahoo.com.tw","楊志明 牧師","07-552-1320","https://church.oursweb.net/church.php?pkey=814160","813623高雄市左營區博愛二路366號10樓","{""lat"":""22.6650000"",""lng"":""120.3037240""}"
"基督教萬民福音浸信會","教會","台灣 - 屏東縣","中華基督教浸信會聯會","顏聰生 牧師","08-721-2900","https://church.oursweb.net/church.php?pkey=814163","908123屏東縣長治鄉香揚村瑞源路75號","{""lat"":""22.6687933"",""lng"":""120.5101201""}"
"財團法人基督教路德福音會江翠教會","教會","台灣 - 新北市","財團法人基督教路德福音會","陳約德 傳道","02-2253-6803","https://church.oursweb.net/church.php?pkey=814169","220022新北市板橋區文化路二段486號8樓之1","{""lat"":""25.032915"",""lng"":""121.475267""}"
"基督教雷虎禮拜堂","教會","台灣 - 台中市","amy0934064922@yahoo.com.tw","賴信吉 傳道","04-2295-4159","https://church.oursweb.net/church.php?pkey=814172","406043台中市北屯區雷中街15號","{""lat"":""24.1803890"",""lng"":""120.6679440""}"
"基督教榮主教會","教會","台灣 - 台南市","rongjuu.tn@gmail.com","張正德 牧師","06-213-7858","https://church.oursweb.net/church.php?pkey=814174","701010台南市東區府連路152號","{""lat"":""22.9848359"",""lng"":""120.2114962""}"
"基督教監理會台北教會","教會","台灣 - 台北市","dodopiree101@gmail.com","韓敬姬 牧師","02-2872-3741","https://church.oursweb.net/church.php?pkey=814176","111029台北市士林區中山北路七段114巷38號2樓","{""lat"":""25.122808"",""lng"":""121.53418899999997""}"
"基督教福音長老教會福和教會","教會","台灣 - 新北市","markleemu@gmail.com","鍾國義","02-2921-8193","https://church.oursweb.net/church.php?pkey=814178","234034新北市永和區秀朗路二段35巷1號","{""lat"":""25.0026560"",""lng"":""121.5214700""}"
"基督教台中福音浸禮會","教會","台灣 - 台中市","sunweili@msa.hinet.net","孫為禮 牧師","04-2244-8150","https://church.oursweb.net/church.php?pkey=814180","406506台中市北屯區柳陽西街94巷20號","{""lat"":""24.1760380"",""lng"":""120.6927980""}"
"台灣福音宣揚會清水教會","教會","台灣 - 台中市","436045台中市清水區鎮新一街8號","王大偉","04-2622-5354","https://church.oursweb.net/church.php?pkey=814184","436045台中市清水區鎮新一街8號","{""lat"":""24.2722754"",""lng"":""120.57169440000007""}"
"導航會彰化倍加中心","教會","台灣 - 彰化縣","基督教導航會總會","張詔凱 長老","04-725-9431","https://church.oursweb.net/church.php?pkey=814187","500058彰化縣彰化市力行路134號","{""lat"":""24.0833360"",""lng"":""120.5597980""}"
"基督教瑞瑪豐收教會","教會","台灣 - 台南市","rhemachurch857@yahoo.com.tw","嚴光民 牧師","06-208-5445","https://church.oursweb.net/church.php?pkey=814159","701020台南市東區東寧路西段78號","{""lat"":""22.9927841"",""lng"":""120.2149993""}"
"財團法人新北市基督教萬民長老教會","教會","台灣 - 新北市","hongpastor88@gmail.com","廖明發 牧師","02-2967-3965","https://church.oursweb.net/church.php?pkey=814161","220039新北市板橋區中正路274號4樓","{""lat"":""25.019951"",""lng"":""121.455311""}"
"基督教迦南會北部大專團契","教會","台灣 - 台北市","canaan92@gmail.com","楊國展牧師、陳啟峰牧師","02-2362-9758","https://church.oursweb.net/church.php?pkey=814167","106016台北市大安區師大路59巷2號","{""lat"":""25.023901"",""lng"":""121.528718""}"
"財團法人中華基督教行道會道上教會","教會","台灣 - 台北市","中華基督教行道會聯會","林正仁 牧師","02-8797-5302","https://church.oursweb.net/church.php?pkey=814171","114002台北市內湖區環山路一段30號B1","{""lat"":""25.085604"",""lng"":""121.565121""}"
"嘉義錫安堂","教會","台灣 - 嘉義市","600012嘉義市東區成仁街173號2樓","林為孝","05-225-3142","https://church.oursweb.net/church.php?pkey=814173","600012嘉義市東區成仁街173號2樓","{""lat"":""23.4809541"",""lng"":""120.4519984""}"
"基督滿州教會","教會","台灣 - 屏東縣","財團法人基督教鄉村福音佈道團","陳雅鈴","08-880-1886","https://church.oursweb.net/church.php?pkey=814175","947017屏東縣滿州鄉滿州村中山路4巷15號","{""lat"":""22.0161890"",""lng"":""120.8376030""}"
"基督教福和堂","教會","台灣 - 新北市","234630新北市永和區環河東路三段12號2樓","零代明","02-2921-9842","https://church.oursweb.net/church.php?pkey=814177","234630新北市永和區環河東路三段12號2樓","{""lat"":""25.0072033"",""lng"":""121.5262601""}"
"基督教福音信義會桃園教會","教會","台灣 - 桃園市","tel.church03@gmail.com","張建文 傳道","03-361-3974","https://church.oursweb.net/church.php?pkey=814179","330055桃園市桃園區大豐路222號","{""lat"":""24.9804760"",""lng"":""121.3135250""}"
"基督教福音堂","教會","台灣 - 台北市","112046台北市北投區承德路七段106巷8號2樓","汪敬仁 牧師","02-2823-6549","https://church.oursweb.net/church.php?pkey=814183","112046台北市北投區承德路七段106巷8號2樓","{""lat"":""25.112225"",""lng"":""121.510353""}"
"鳳山自由浸禮會","教會","台灣 - 高雄市","fbchurch@msa.hinet.net","曾景祺","07-743-3426","https://church.oursweb.net/church.php?pkey=814185","830031高雄市鳳山區中和街208巷1號","{""lat"":""22.6267875"",""lng"":""120.3484475""}"
"基督教錫安教會","教會","台灣 - 桃園市","338002桃園市蘆竹區坑口村海山路681號","莊欽展 牧師","03-3241227","https://church.oursweb.net/church.php?pkey=814192","338002桃園市蘆竹區坑口村海山路681號","{""lat"":""25.0917140"",""lng"":""121.2702100""}"
"財團法人基督教懷寧浸信會","教會","台灣 - 台北市","中華基督教浸信會聯會","黃振華","02-2361-0431","https://church.oursweb.net/church.php?pkey=814196","100007台北市中正區懷寧街49號","{""lat"":""25.044446"",""lng"":""121.514207""}"
"基督教麟洛教會","教會","台灣 - 屏東縣","財團法人基督教鄉村福音佈道團","尹次屏","08-723-1319","https://church.oursweb.net/church.php?pkey=814198","909142屏東縣麟洛鄉麟蹄村六雅街41號","{""lat"":""23.8279862"",""lng"":""120.7083247""}"
"基督教士林靈泉堂","教會","台灣 - 台北市","christina5102@gmail.com","周鴻揚 傳道","02-2832-1393","https://church.oursweb.net/church.php?pkey=814200","111009台北市士林區中正路212巷3弄3號1樓","{""lat"":""25.096027"",""lng"":""121.526022""}"
"麻豆聖教會","教會","台灣 - 台南市","台灣聖教會總會","蔡耀宗 牧師","06-572-8617","https://church.oursweb.net/church.php?pkey=814203","721004台南市麻豆區大同街2之1號","{""lat"":""23.184580634519463"",""lng"":""120.24583539615628""}"
"基督復興祈禱會","教會","台灣 - 新北市","242024新北市新莊區中誠街46巷2弄5號4樓","廖碧凍","02-29976039","https://church.oursweb.net/church.php?pkey=814205","242024新北市新莊區中誠街46巷2弄5號4樓","{""lat"":""25.0484910"",""lng"":""121.4515160""}"
"榮耀基督的教會","教會","台灣 - 台中市","台中基督的教會","鄭昭焜","04-2437-3831","https://church.oursweb.net/church.php?pkey=814207","406054台中市北屯區東山路一段238巷13號","{""lat"":""24.175102"",""lng"":""120.717682""}"
"中華基督教信義會寶山勝利堂","教會","台灣 - 新竹縣","財團法人台灣省中華基督教信義會","黃文棋 傳道","03-520-9527","https://church.oursweb.net/church.php?pkey=814212","308001新竹縣寶山鄉雙溪村雙園路二段260巷1弄15號","{""lat"":""24.7664207"",""lng"":""120.99184930000001""}"
"崇明聖教會","教會","台灣 - 台南市","台灣聖教會總會","呂世旭","06-269-8765","https://church.oursweb.net/church.php?pkey=814214","701040台南市東區崇明十三街11巷13號2樓","{""lat"":""22.9746400"",""lng"":""120.2245630""}"
"崇蘭行道會","教會","台灣 - 屏東縣","中華基督教行道會聯會","林淑霞 牧師","08-734-9092","https://church.oursweb.net/church.php?pkey=814216","900064屏東縣屏東市廣興里86之1號","{""lat"":""22.6954424"",""lng"":""120.4732056""}"
"財團法人台北市基督教興隆教會","教會","台灣 - 台北市","slc167@gmail.com","程碧慧 牧師","02-2932-2638","https://church.oursweb.net/church.php?pkey=814190","116069台北市文山區景華街167號1樓","{""lat"":""24.99515"",""lng"":""121.544704""}"
"基督教汐止錫安教會","教會","台灣 - 新北市","zionchurch.1216@gmail.com","張明德","02-2647-3470","https://church.oursweb.net/church.php?pkey=814193","221019新北市汐止區樟樹二路106巷16號6樓","{""lat"":""25.0641660"",""lng"":""121.6402750""}"
"貴格會鶯歌教會","教會","台灣 - 新北市","基督教台灣貴格會聯會","邱秀樑 牧師","02-2679-3534","https://church.oursweb.net/church.php?pkey=814197","239005新北市鶯歌區文化路249號1樓","{""lat"":""24.9529890"",""lng"":""121.3534940""}"
"基督教靈友堂","教會","台灣 - 台北市","sfchurchtw@gmail.com","廖文源 牧師","02-2363-2921","https://church.oursweb.net/church.php?pkey=814199","106017台北市大安區泰順街39巷30號1樓","{""lat"":""25.022773"",""lng"":""121.532312""}"
"貴格會楊梅讚美的教會","教會","台灣 - 桃園市","基督教台灣貴格會聯會","杜成明 牧師","03-481-3952","https://church.oursweb.net/church.php?pkey=814202","326022桃園市楊梅區中山北路二段89號4樓","{""lat"":""24.9115295"",""lng"":""121.1744441""}"
"高雄市基督教博愛傳道會博愛教會","教會","台灣 - 高雄市","counselor.ks@gmail.com","","07-348-9595","https://church.oursweb.net/church.php?pkey=814204","813021高雄市左營區重忠路195號","{""lat"":""22.6912653"",""lng"":""120.3138798""}"
"基督復臨安息日會台中福音堂","教會","台灣 - 台中市","基督復臨安息日會台灣區會","杜慕恆","04-2011418","https://church.oursweb.net/church.php?pkey=814206","404341台中市北區中華路2段195號","{""lat"":""24.151767"",""lng"":""120.68140300000005""}"
"基督福音宣教團永定教會","教會","台灣 - 台北市","106081台北市大安區復興南路1段62號10樓之2","陳章雄","","https://church.oursweb.net/church.php?pkey=814209","106081台北市大安區復興南路1段62號10樓之2","{""lat"":""25.0445890"",""lng"":""121.5435310""}"
"台灣基督長老教會將軍教會","教會","台灣 - 澎湖縣","台灣基督長老教會總會事務所","陳士彰 傳道","06-990-2037","https://church.oursweb.net/church.php?pkey=814213","882036澎湖縣望安鄉將軍村13之1號","{""lat"":""23.3629426"",""lng"":""119.52131110000005""}"
"台灣基督長老教會谷牧紀念教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","李季生 牧師","03-862-1690","https://church.oursweb.net/church.php?pkey=814215","972003花蓮縣秀林鄉崇德村120號","{""lat"":""24.2128474"",""lng"":""121.6397184""}"
"台灣基督長老教會崙山教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","馬羅大","03-884-1443","https://church.oursweb.net/church.php?pkey=814219","982010花蓮縣卓溪鄉崙山村崙山9鄰87號","{""lat"":""23.439785000"",""lng"":""121.341641000""}"
"台灣基督長老教會崙太教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","劉雪琴 傳道師","03-884-1200","https://church.oursweb.net/church.php?pkey=814221","982010花蓮縣卓溪鄉崙山22號","{""lat"":""23.5247670"",""lng"":""121.2969674""}"
"台灣基督長老教會崙背教會","教會","台灣 - 雲林縣","台灣基督長老教會總會事務所","莊志堅","05-696-2240","https://church.oursweb.net/church.php?pkey=814223","637104雲林縣崙背鄉南陽村大同路37號","{""lat"":""23.7604483"",""lng"":""120.3499417""}"
"崙雅基督教會","教會","台灣 - 彰化縣","511002彰化縣社頭鄉里仁村崙雅巷31號","許再興","04-873-3895","https://church.oursweb.net/church.php?pkey=814225","511002彰化縣社頭鄉里仁村崙雅巷31號","{""lat"":""23.8858930"",""lng"":""120.5870410""}"
"台灣基督長老教會康寧街教會","教會","台灣 - 新北市","台灣基督長老教會總會事務所","張恩耀 牧師","02-2695-4942","https://church.oursweb.net/church.php?pkey=814227","221013新北市汐止區康寧街141巷3號1樓","{""lat"":""25.067177"",""lng"":""121.621278""}"
"社團法人中華基督教救助協會高屏辦事處","社會關懷","台灣 - 高雄市","社團法人中華基督教救助協會","葉小姐","07-380-3755","https://church.oursweb.net/church.php?pkey=814230","807413高雄市三民區民族一路80號39樓(長谷世貿大樓)","{""lat"":""22.6372910"",""lng"":""120.2999990""}"
"掃叭頂聖教會","教會","台灣 - 花蓮縣","台灣聖教會總會","林韻玲","03-854-5162","https://church.oursweb.net/church.php?pkey=814232","978005花蓮縣瑞穗鄉舞鶴村2鄰21之2號","{""lat"":""23.473125"",""lng"":""121.356128""}"
"台灣基督長老教會啟明教會","教會","台灣 - 澎湖縣","台灣基督長老教會總會事務所","劉堅望 牧師","06-927-4171","https://church.oursweb.net/church.php?pkey=814234","880001澎湖縣馬公市中正路64號","{""lat"":""23.5667862"",""lng"":""119.5655209""}"
"晨光園教會","教會","台灣 - 南投縣","546017南投縣仁愛鄉楓林路17號","劉大杆","049-292-0242","https://church.oursweb.net/church.php?pkey=814237","546017南投縣仁愛鄉楓林路17號","{""lat"":""24.0003860"",""lng"":""121.0782200""}"
"台灣基督長老教會望嘉教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","陳正明 牧師","08-798-1558","https://church.oursweb.net/church.php?pkey=814239","922025屏東縣來義鄉望嘉村171號","{""lat"":""22.4679882"",""lng"":""120.6257423""}"
"台灣基督長老教會崙上教會","教會","台灣 - 屏東縣","台灣基督長老教會總會事務所","陳怡真 牧師","08-762-1884","https://church.oursweb.net/church.php?pkey=814218","908128屏東縣長治鄉崙上村中興路505號","{""lat"":""22.6904410"",""lng"":""120.5330590""}"
"台灣基督長老教會崙天教會","教會","台灣 - 花蓮縣","台灣基督長老教會總會事務所","田正義 牧師","03-884-6079","https://church.oursweb.net/church.php?pkey=814220","983005花蓮縣卓溪鄉古風村崙天5鄰63之1號","{""lat"":""23.219045000"",""lng"":""121.255496000""}"
"崙美福音中心","教會","台灣 - 彰化縣","512002彰化縣永靖鄉獨鰲路2段265號","鄭祚騰","04-823-1320","https://church.oursweb.net/church.php?pkey=814222","512002彰化縣永靖鄉獨鰲路2段265號","{""lat"":""23.9165631"",""lng"":""120.5150240""}"
"台灣基督長老教會崙埤教會","教會","台灣 - 宜蘭縣","台灣基督長老教會總會事務所","施佳莉 傳道師","03-980-1292","https://church.oursweb.net/church.php?pkey=814224","267002宜蘭縣大同鄉崙埤村朝陽巷9號","{""lat"":""24.6781180"",""lng"":""121.6090840""}"
"聖谷行道會","教會","台灣 - 新北市","中華基督教行道會聯會","吳文朗 牧師","02-2211-1556","https://church.oursweb.net/church.php?pkey=814226","231060新北市新店區安和路二段141號","{""lat"":""24.9668330"",""lng"":""121.5164410""}"
"台灣基督長老教會康樂教會","教會","台灣 - 台東縣","台灣基督長老教會總會事務所","","089-33-9516","https://church.oursweb.net/church.php?pkey=814228","950005台東縣台東市山西路一段120號","{""lat"":""22.7544460"",""lng"":""121.1266018""}"
"得和教會","教會","台灣 - 新北市","234045新北市永和區中正路368巷1弄53號4樓","陳章雄","02-29255564","https://church.oursweb.net/church.php?pkey=814231","234045新北市永和區中正路368巷1弄53號4樓","{""lat"":""25.0009230"",""lng"":""121.5197380""}"
