"Title","Type","Price","Area","Msg","Review","href","Enhance"
"獨立套房出租鄰敦化國中近捷運南京復興站","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","屋主王太太/12分鐘內更新/1條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11190152.html","黄金曝光"
"延吉街機能套房/無對外窗/一樓代收垃圾","獨立套房   |  7坪   |  樓層：1/5","10,800 元/月","大安區-延吉街97巷","仲介陳先生/3天前更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11242127.html","Normal"
"近南京三民站/可寵/可報稅入籍/年繳優惠","獨立套房   |  7.5坪   |  樓層：3/5","13,800 元/月","松山區-八德路四段","仲介廖先生/3天前更新/66人瀏覽","66人","https://rent.591.com.tw/rent-detail-11261286.html","Normal"
"女套房超明亮，東門古亭等三站,電子門禁","獨立套房   |  5坪   |  樓層：4/4","11,000 元/月","大安區-信義路二段10巷","屋主辛先生/3天前更新/45人瀏覽","45人","https://rent.591.com.tw/rent-detail-11255897.html","Normal"
"大安路SOGO頂好商圈)便宜優質套房","獨立套房   |  6.5坪   |  樓層：7/12","11,000 元/月","大安區-大安路一段","屋主顏小姐/3天前更新/66人瀏覽","66人","https://rent.591.com.tw/rent-detail-9282549.html","Normal"
"育達商圈/捷運套房獨陽台獨洗~專人收垃圾","獨立套房   |  9坪   |  樓層：6/6","12,000 元/月","松山區-八德路三段158巷7弄39號","代理人朱先生/3天前更新/67人瀏覽","67人","https://rent.591.com.tw/rent-detail-11258798.html","Normal"
"(獨立出入口)忠孝復興捷運1分無窗","獨立套房   |  7坪   |  樓層：6/7","13,600 元/月","大安區-忠孝東路四段49巷","屋主謝小姐/3天前更新/47人瀏覽","47人","https://rent.591.com.tw/rent-detail-11170265.html","Normal"
"獨立24H管理套房_近台視_東區","獨立套房   |  5.6坪   |  樓層：6/10","13,500 元/月","都市遊俠 松山區-八德路三段106巷1號","仲介黃小姐/3天前更新/31人瀏覽","31人","https://rent.591.com.tw/rent-detail-11272932.html","Normal"
"南京三民優質單身貴族窩","獨立套房   |  7坪   |  樓層：4/4","14,000 元/月","松山區-南京東路五段251巷2號","屋主王先生/3天前更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11258519.html","Normal"
"松山饒河街內近松山捷運站","獨立套房   |  5坪   |  樓層：2/2","14,000 元/月","松山區-饒河街","代理人洪小姐/4天前更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11256929.html","Normal"
"松山饒河街內近松山捷運站","獨立套房   |  5坪   |  樓層：2/2","14,000 元/月","松山區-饒河街","代理人洪小姐/4天前更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11256867.html","Normal"
"虎林街套房出租,永春捷運站步行3分鐘","獨立套房   |  5坪   |  樓層：3/4","10,500 元/月","松山區-虎林街121巷","屋主王小姐/4天前更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11165397.html","Normal"
"套房出租,大安區師大旁,離台大也不遠","獨立套房   |  5坪   |  樓層：3/4","9,000 元/月","大安區-和平東路一段188巷5號","屋主溫先生/4天前更新/1條問答/398人瀏覽","398人","https://rent.591.com.tw/rent-detail-11261724.html","Normal"
"東區自租-雙人房可改2單人床-長租優惠","獨立套房   |  8坪   |  樓層：2/4","14,500 元/月","大安區-大安路一段51巷","屋主高先生/4天前更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11143627.html","Normal"
"南京復興2分、獨立洗衣機、採光套房、稀少","獨立套房   |  8坪   |  樓層：3/4","15,000 元/月","松山區-南京東路三段256巷","仲介劉先生/4天前更新/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11267279.html","Normal"
"可申請租金補貼/民生社區/大採光套房/讚","獨立套房   |  5坪   |  樓層：4/4","10,450 元/月","松山區-撫遠街367巷","仲介劉小姐/4天前更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11177348.html","Normal"
"六張犁3min，小資首選套房，附飲水機","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷","仲介陳先生/5天前更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11238163.html","Normal"
"師範大學，限租學生，獨立陽臺，機能便利","獨立套房   |  5.5坪   |  樓層：頂樓加蓋/4","10,999 元/月","大安區-泰順街16巷","仲介陳先生/5天前更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11237647.html","Normal"
"六張犁，質感美裝潢採光，有浴缸，附飲水機","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介陳先生/5天前更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11237893.html","Normal"
"麟光站旁一分鐘電梯套房","獨立套房   |  6坪   |  樓層：3/7","10,000 元/月","大安區-和平東路三段416巷30號","屋主張先生/5天前更新/121人瀏覽","121人","https://rent.591.com.tw/rent-detail-11178571.html","Normal"
"捷運東門、永康商圈、師範大學、淡江大學","獨立套房   |  7坪   |  樓層：3/3","10,000 元/月","大安區-永康街","仲介劉先生/5天前更新/94人瀏覽","94人","https://rent.591.com.tw/rent-detail-11263979.html","Normal"
"四捷運站、生活機能優、採光套房、限女性","獨立套房   |  5坪   |  樓層：1/2","12,000 元/月","松山區-八德路三段12巷","仲介劉先生/5天前更新/21人瀏覽","21人","https://rent.591.com.tw/rent-detail-11244039.html","Normal"
"捷運六張犁*乾濕分離*小資首選*限女性","獨立套房   |  10坪   |  樓層：1/5","11,000 元/月","大安區-嘉興街323巷","仲介劉先生/5天前更新/1條問答/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11237844.html","Normal"
"忠孝敦化6分、獨立陽台、垃圾代收、採光佳","獨立套房   |  6坪   |  樓層：6/7","13,500 元/月","大安區-仁愛路四段345巷","仲介劉先生/5天前更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11244165.html","Normal"
"六張犁4分、採光大套房、飲水機、浴缸","獨立套房   |  7坪   |  樓層：3/4","15,000 元/月","大安區-樂業街65巷","仲介劉先生/5天前更新/1條問答/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11238683.html","Normal"
"六張犁4分、附飲水機、全新裝潢、稀少釋出","獨立套房   |  5坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷","仲介劉先生/5天前更新/10人瀏覽","10人","https://rent.591.com.tw/rent-detail-11238656.html","Normal"
"忠孝敦化6分、台水台電、垃圾代收、採光佳","獨立套房   |  6坪   |  樓層：6/7","12,500 元/月","大安區-仁愛路四段345巷","仲介劉先生/5天前更新/6人瀏覽","6人","https://rent.591.com.tw/rent-detail-11244174.html","Normal"
"雙捷運、採光大套房、垃圾代收、台水台電","獨立套房   |  7坪   |  樓層：2/5","14,000 元/月","松山區-八德路三段12巷","仲介劉先生/5天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11244185.html","Normal"
"捷運東門*師大夜市*師範大學*採光大套房","獨立套房   |  7.5坪   |  樓層：4/4","14,500 元/月","大安區-金山南路二段185巷","仲介劉先生/5天前更新/12人瀏覽","12人","https://rent.591.com.tw/rent-detail-11217619.html","Normal"
"信義安和*2F套房","獨立套房   |  6坪   |  樓層：2/5","8,700 元/月","大安區-文昌街210巷","代理人李先生/5天前更新/135人瀏覽","135人","https://rent.591.com.tw/rent-detail-11263316.html","Normal"
"南京三民電梯飯店式精美獨立套房！可短租！","獨立套房   |  8坪   |  樓層：8/12","15,000 元/月","安娜的家 松山區-基隆路一段","屋主陳小姐/5天前更新/3條問答/99人瀏覽","99人","https://rent.591.com.tw/rent-detail-11151241.html","Normal"
"古亭捷運站一分鐘生活機能佳","獨立套房   |  8坪   |  樓層：4/4","13,800 元/月","大安區-羅斯福路二段15巷7號","屋主李小姐/5天前更新/108人瀏覽","108人","https://rent.591.com.tw/rent-detail-11261216.html","Normal"
"溫馨,甜蜜小套房","獨立套房   |  7坪   |  樓層：9/12","13,000 元/月","大安區-羅斯福路三段","屋主林小姐/6天前更新/3條問答/87人瀏覽","87人","https://rent.591.com.tw/rent-detail-11253471.html","Normal"
"民生社區公園套房採光通風洗衣機網路第四台","獨立套房   |  5坪   |  樓層：4/5","9,900 元/月","松山區-富錦街","屋主陳阿姨/6天前更新/1條問答/61人瀏覽","61人","https://rent.591.com.tw/rent-detail-11159827.html","Normal"
"臨江街近安和路獨立套房通風好採光佳","獨立套房   |  7坪   |  樓層：頂樓加蓋/6","13,000 元/月","大安區-臨江街118巷","屋主陳小姐/7天前更新/44人瀏覽","44人","https://rent.591.com.tw/rent-detail-11255244.html","Normal"
"饒河街夜市-舒適套房","獨立套房   |  5坪   |  樓層：7/8","13,000 元/月","松山區-饒河街133號","代理人吳先生/8天前更新/27人瀏覽","27人","https://rent.591.com.tw/rent-detail-11253011.html","Normal"
"師大68電梯套房","獨立套房   |  9坪   |  樓層：4/6","13,800 元/月","大安區-師大路68巷","仲介游先生/9天前更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11149830.html","Normal"
"獨立套房出租9500","獨立套房   |  6坪   |  樓層：6/6","9,500 元/月","大安區-羅斯福路三段","屋主許先生/10天前更新/157人瀏覽","157人","https://rent.591.com.tw/rent-detail-11240521.html","Normal"
"南京東路5段,健康路﻿﻿-捷運松山線三民","獨立套房   |  6坪   |  樓層：2/3","10,000 元/月","松山區-寶清街","屋主劉恩蘭/10天前更新/2條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11240050.html","Normal"
"小巨蛋新設備有陽台一級冷氣","獨立套房   |  7坪   |  樓層：頂樓加蓋/4","14,000 元/月","松山區-八德路三段99巷","屋主李小姐/10天前更新/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11239603.html","Normal"
"羅斯福路三段近台電大樓","獨立套房   |  5坪   |  樓層：3/6","9,000 元/月","大安區-羅斯福路三段","屋主許先生/11天前更新/2條問答/101人瀏覽","101人","https://rent.591.com.tw/rent-detail-11222837.html","Normal"
"師大學區永康街超新優質獨立方正大套房！","獨立套房   |  8坪   |  樓層：5/5","13,000 元/月","永康商圈 大安區-永康街85巷","屋主鄭小姐/11天前更新/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11234906.html","Normal"
"微風廣場、安靜套房","獨立套房   |  6坪   |  樓層：3/4","13,000 元/月","松山區-八德路二段366巷","屋主余先生/11天前更新/47人瀏覽","47人","https://rent.591.com.tw/rent-detail-11163616.html","Normal"
"通化街4樓套房","獨立套房   |  14坪   |  樓層：4/4","11,000 元/月","大安區-通化街101巷","屋主林太太/12天前更新/70人瀏覽","70人","https://rent.591.com.tw/rent-detail-11226651.html","Normal"
"超讚精緻套房","獨立套房   |  12坪   |  樓層：3/7","13,500 元/月","松山區-八德路三段12巷","屋主陳小姐/12天前更新/1條問答/137人瀏覽","137人","https://rent.591.com.tw/rent-detail-11178254.html","Normal"
"師大商圈古亭捷運站旁全新裝潢套房出租","獨立套房   |  7坪   |  樓層：1/4","12,000 元/月","大安區-羅斯福路二段81巷","屋主林媽媽/13天前更新/57人瀏覽","57人","https://rent.591.com.tw/rent-detail-11190141.html","Normal"
"南京東路獨立套房","獨立套房   |  8坪   |  樓層：1/2","12,500 元/月","松山區-南京東路五段291巷","屋主蔡小姐/13天前更新/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11223314.html","Normal"
"信義安和靜巷套房","獨立套房   |  5坪   |  樓層：3/4","8,500 元/月","通化 大安區-文昌街210巷","代理人杜小姐/13天前更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11223234.html","Normal"
"限女性精緻典雅小套房","獨立套房   |  6坪   |  樓層：4/11","8,500 元/月","松山區-寶清街","屋主范小姐/13天前更新/103人瀏覽","103人","https://rent.591.com.tw/rent-detail-11223151.html","Normal"
"進統領商圈.交通方便.生活機能佳","獨立套房   |  6坪   |  樓層：5/5","9,500 元/月","松山區-延吉街61號","屋主陳小姐/15天前更新/1條問答/69人瀏覽","69人","https://rent.591.com.tw/rent-detail-11210741.html","Normal"
"全新裝修設備獨立套房-近台塑大樓民生國小","獨立套房   |  4坪   |  樓層：3/4","12,500 元/月","松山區-民生東路四段56巷","屋主黃小姐/15天前更新/27人瀏覽","27人","https://rent.591.com.tw/rent-detail-11213355.html","Normal"
"電梯大樓頂加簡約獨立套房","獨立套房   |  8坪   |  樓層：9/9","15,000 元/月","大安區-和平東路二段","屋主楊小姐/17天前更新/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11204447.html","Normal"
"[松山線開通]南京三民捷運站，漫步8分鐘","獨立套房   |  6坪   |  樓層：4/4","12,000 元/月","松山區-八德路四段106巷","屋主莊先生/17天前更新/27人瀏覽","27人","https://rent.591.com.tw/rent-detail-11202625.html","Normal"
"[松山線開通]南京三民捷運站，漫步8分鐘","獨立套房   |  6坪   |  樓層：4/5","14,000 元/月","松山區-八德路四段106巷","屋主莊先生/17天前更新/20人瀏覽","20人","https://rent.591.com.tw/rent-detail-11202611.html","Normal"
"交通便利.環境幽雅.優質套房","獨立套房   |  6坪   |  樓層：頂樓加蓋/4","9,000 元/月","松山區-敦化北路145巷17號","仲介葉小姐/18天前更新/105人瀏覽","105人","https://rent.591.com.tw/rent-detail-11201084.html","Normal"
"臨近通化街夜市全新裝演漂亮套房","獨立套房   |  8坪   |  樓層：2/3","13,500 元/月","大安區-通化街","屋主陳小姐/19天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11195636.html","Normal"
"鄰近師大商圈，泰順公園旁","獨立套房   |  7坪   |  樓層：2/4","12,000 元/月","大安區-溫州街18巷15號","代理人林先生/19天前更新/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11189609.html","Normal"
"台北市東區雙捷運眺101大/小套房","獨立套房   |  7坪   |  樓層：5/5","11,000 元/月","松山區-八德路三段12巷","屋主林小姐/21天前更新/61人瀏覽","61人","https://rent.591.com.tw/rent-detail-11187977.html","Normal"
"近台大、台科大(適學生)小套房即可入住","獨立套房   |  4坪   |  樓層：2/2","9,000 元/月","大安區-基隆路三段155巷","屋主洪先生/22天前更新/6條問答/142人瀏覽","142人","https://rent.591.com.tw/rent-detail-11182981.html","Normal"
"鄰近師大夜市、交通便利、生活機能佳","獨立套房   |  8坪   |  樓層：4/4","13,000 元/月","大安區-師大路135巷","屋主吳小姐/25天前更新/38人瀏覽","38人","https://rent.591.com.tw/rent-detail-11168217.html","Normal"
"火車站捷運走1分鐘短租可網路300M","獨立套房   |  5坪   |  樓層：4/4","13,800 元/月","松山區-八德路四段","屋主翁小姐/27天前更新/1條問答/41人瀏覽","41人","https://rent.591.com.tw/rent-detail-11147175.html","Normal"
"臺北師範大學附近","獨立套房   |  5坪   |  樓層：1/5","9,500 元/月","大安區-泰順街38巷","屋主陳小姐/29天前更新/56人瀏覽","56人","https://rent.591.com.tw/rent-detail-11153429.html","Normal"
"永吉路全聯worldGym旁-獨立套房","獨立套房   |  1房0廳1衛   |  8坪   |  樓層：4/4","8,000 元/月","興雅靜巷 松山區-基隆路一段35巷","仲介汪先生/29天前更新/1條問答/115人瀏覽","115人","https://rent.591.com.tw/rent-detail-11153356.html","Normal"
"明亮。管理獨立套房含網路、第四台","獨立套房   |  5.1坪   |  樓層：4/9","13,500 元/月","大安Bingo 大安區-潮州街","仲介鄭小姐/30天前更新/24人瀏覽","24人","https://rent.591.com.tw/rent-detail-11148427.html","Normal"
"工美睫作室共享空間全新裝潢錯過可惜","獨立套房   |  20坪   |  樓層：6/7","8,000 元/月","大安區-忠孝東路四段205巷","屋主許先生/30天前更新/175人瀏覽","175人","https://rent.591.com.tw/rent-detail-11146375.html","Normal"
"鄰光全新裝修套房出租","分租套房   |  5坪   |  樓層：5/5","11,500 元/月","大安區-和平東路三段406巷","屋主陳小姐/8分鐘內更新/250人瀏覽","250人","https://rent.591.com.tw/rent-detail-11251257.html","黄金曝光"
"師大永康五星時尚套房","分租套房   |  8坪   |  樓層：4/4","13,800 元/月","大安區-永康街8巷","屋主李小姐/8分鐘內更新/1條問答/173人瀏覽","173人","https://rent.591.com.tw/rent-detail-11218046.html","黄金曝光"
"古亭5號出口步行1分鐘靜巷高性價比","分租套房   |  6坪   |  樓層：4/4","12,000 元/月","大安區-和平東路一段11巷","屋主陳小姐/13分鐘內更新/55人瀏覽","55人","https://rent.591.com.tw/rent-detail-11187604.html","黄金曝光"
"台大師大優質頂級麗緻套房","分租套房   |  6坪   |  樓層：4/4","12,500 元/月","大安區-羅斯福路三段333巷","屋主李小姐/13分鐘內更新/7條問答/128人瀏覽","128人","https://rent.591.com.tw/rent-detail-11181008.html","黄金曝光"
"粉紅精緻、優質居家套房","分租套房   |  5坪   |  樓層：1/5","12,000 元/月","松山區-南京東路五段389巷11弄11號","屋主房小姐/13分鐘內更新/70人瀏覽","70人","https://rent.591.com.tw/rent-detail-11165837.html","黄金曝光"
"2樓：優質套房，通化街靜巷，生活機能方便","分租套房   |  4.5坪   |  樓層：2/4","8,600 元/月","大安區-臨江街118巷","屋主張媽媽/13分鐘內更新/138人瀏覽","138人","https://rent.591.com.tw/rent-detail-11188993.html","黄金曝光"
"近臨江夜市捷運信義安和101世貿","分租套房   |  3坪   |  樓層：4/5","9,300 元/月","大安區-通化街101巷","屋主胡小姐/13分鐘內更新/234人瀏覽","234人","https://rent.591.com.tw/rent-detail-11277260.html","黄金曝光"
"套房出租~限女性單身~近古亭捷運站~","分租套房   |  8坪   |  樓層：1/4","11,000 元/月","大安區-羅斯福路三段17巷","代理人徐先生/13分鐘內更新/131人瀏覽","131人","https://rent.591.com.tw/rent-detail-11263434.html","黄金曝光"
"步行三分鐘直達六張犁捷運站經典套房","分租套房   |  6坪   |  樓層：3/4","12,000 元/月","大安區-樂業街65巷24號","屋主岳先生/13分鐘內更新/1條問答/130人瀏覽","130人","https://rent.591.com.tw/rent-detail-11234503.html","黄金曝光"
"東區頂好商圈大套房多種房型","分租套房   |  9坪   |  樓層：4/5","15,000 元/月","大安區-敦化南路160巷","屋主孫先生/13分鐘內更新/63人瀏覽","63人","https://rent.591.com.tw/rent-detail-11210852.html","黄金曝光"
"1F超優質套房~通化靜巷~生活機能方便","分租套房   |  4.5坪   |  樓層：1/3","9,000 元/月","大安區-臨江街118巷","屋主張太太/13分鐘內更新/164人瀏覽","164人","https://rent.591.com.tw/rent-detail-6734176.html","黄金曝光"
"師大永康五星時尚套房","分租套房   |  7坪   |  樓層：4/4","13,800 元/月","大安區-永康街8巷","屋主李小姐/2小時內更新/1條問答/157人瀏覽","157人","https://rent.591.com.tw/rent-detail-11218035.html","黄金曝光"
"共生公寓咖啡館ShareHouse合租","分租套房   |  13坪   |  樓層：2/5","13,990 元/月","松山區-民生東路四段80巷","代理人陳先生/3小時內更新/166人瀏覽","166人","https://rent.591.com.tw/rent-detail-11215415.html","黄金曝光"
"信義分租套房A(Hr21001E)","分租套房   |  5坪   |  樓層：5/5","12,000 元/月","大安區-信義路四段265巷","仲介吳小姐/13分鐘內更新/47人瀏覽","47人","https://rent.591.com.tw/rent-detail-11245537.html","黄金曝光"
"近捷運南京三民站/舒適小套房","分租套房   |  6坪   |  樓層：2/3","14,500 元/月","松山區-南京東路五段291巷","仲介周先生/18分鐘內更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11247944.html","黄金曝光"
"師大路精美小套房含衛浴(無炊)","分租套房   |  4坪   |  樓層：3/5","10,500 元/月","大安區-師大路117巷","屋主瞿小姐/2小時內更新/87人瀏覽","87人","https://rent.591.com.tw/rent-detail-11246902.html","VIP"
"遠企溫馨套房","分租套房   |  5坪   |  樓層：4/5","8,500 元/月","大安區-大安路二段141巷","屋主吳先生/2小時內更新/1條問答/62人瀏覽","62人","https://rent.591.com.tw/rent-detail-11159859.html","VIP"
"頂好商圈分租套房近SOGO微風","分租套房   |  8坪   |  樓層：4/4","14,000 元/月","大安區-敦化南路一段160巷","屋主鍾先生/2小時內更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11235884.html","VIP"
"敦南遠企旁,四維路花園套房5號房","分租套房   |  5坪   |  樓層：2/4","10,000 元/月","大安區-四維路162巷4號","屋主莊太太/2小時內更新/52人瀏覽","52人","https://rent.591.com.tw/rent-detail-11282838.html","VIP"
"南京復興捷運站小巨蛋敦化國中微風南京","分租套房   |  7.5坪   |  樓層：2/4","13,000 元/月","松山區-南京東路三段256巷","屋主曾小姐/2小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11191447.html","VIP"
"鄰近捷運/生活機能佳/鬧中取靜","分租套房   |  5坪   |  樓層：2/4","11,000 元/月","大安區-臥龍街195巷","屋主張小姐/2小時內更新/25人瀏覽","25人","https://rent.591.com.tw/rent-detail-11221204.html","VIP"
"近捷運.101安靜優值套房(新裝璜)","分租套房   |  8坪   |  樓層：1/4","10,000 元/月","大安區-通化街39巷","屋主簡小姐/2小時內更新/112人瀏覽","112人","https://rent.591.com.tw/rent-detail-11206574.html","VIP"
"公館/台大/台科大旁,大坪數套房","分租套房   |  7坪   |  樓層：1/1","12,000 元/月","大安區-基隆路三段155巷","屋主王先生/2小時內更新/61人瀏覽","61人","https://rent.591.com.tw/rent-detail-11219127.html","VIP"
"瑞安溫馨大套房","分租套房   |  6.7坪   |  樓層：5/5","12,500 元/月","大安區-瑞安街222巷","屋主吳小姐/2小時內更新/54人瀏覽","54人","https://rent.591.com.tw/rent-detail-11233956.html","VIP"
"想要找一個住的安心，睡得放心，的好家","分租套房   |  5坪   |  樓層：4/5","12,800 元/月","松山區-三民路110巷","屋主鄭先生/2小時內更新/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11190763.html","VIP"
"遠企購物中心對面的優質套房","分租套房   |  5坪   |  樓層：2/7","8,800 元/月","大安區-四維路220號","屋主徐小姐/2小時內更新/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-11260806.html","VIP"
"近台視公司全新裝潢電梯華厦1萬1~2萬1","分租套房   |  4.5坪   |  樓層：7/7","15,000 元/月","松山區-八德路三段12巷","屋主呂先生/2小時內更新/42人瀏覽","42人","https://rent.591.com.tw/rent-detail-11218866.html","VIP"
"高CP陽台套房125雅房獨立衛浴115K","分租套房   |  6坪   |  樓層：4/5","12,500 元/月","大安區-忠孝東路四段216巷33弄18號","屋主鄭先生/2小時內更新/2條問答/28人瀏覽","28人","https://rent.591.com.tw/rent-detail-11233661.html","VIP"
"小巨蛋11樓套房","分租套房   |  9坪   |  樓層：11/12","15,000 元/月","松山區-南京東路四段103號","屋主張先生/2小時內更新/2條問答/60人瀏覽","60人","https://rent.591.com.tw/rent-detail-11199337.html","VIP"
"大安區捷運站旁套雅房出租","分租套房   |  5坪   |  樓層：5/14","12,000 元/月","大安區-信義路四段263號","屋主沈先生/2小時內更新/34人瀏覽","34人","https://rent.591.com.tw/rent-detail-11218238.html","VIP"
"裝潢風格時尚摩登,環境單純優雅","分租套房   |  8坪   |  樓層：4/4","13,000 元/月","松山區-撫遠街400巷","屋主林小姐/2小時內更新/32人瀏覽","32人","https://rent.591.com.tw/rent-detail-11222791.html","VIP"
"優美裝潢工作室","分租套房   |  8坪   |  樓層：2/5","15,000 元/月","大安區-仁愛路四段","屋主陳小姐/2小時內更新/16人瀏覽","16人","https://rent.591.com.tw/rent-detail-11246651.html","VIP"
"信義安和捷運站三分鐘.近世貿.全新套房","分租套房   |  7坪   |  樓層：4/4","12,000 元/月","大安區-文昌街","屋主劉太太/2小時內更新/1條問答/58人瀏覽","58人","https://rent.591.com.tw/rent-detail-11209197.html","VIP"
"仁愛林蔭圓環電梯亮麗套房二戶","分租套房   |  6坪   |  樓層：6/7","13,500 元/月","大安區-仁愛路四段345巷","屋主王先生/2小時內更新/1條問答/38人瀏覽","38人","https://rent.591.com.tw/rent-detail-11160339.html","VIP"
"減輕疫情負擔、首3個月/月租金8折","分租套房   |  7坪   |  樓層：4/4","11,000 元/月","松山區-撫遠街389巷","屋主潘先生/2小時內更新/57人瀏覽","57人","https://rent.591.com.tw/rent-detail-11270993.html","VIP"
"中正紀念堂旁高CP套房，划算選擇不看可惜","分租套房   |  6坪   |  樓層：5/5","8,500 元/月","大安區-信義路二段44巷","屋主周先生/2小時內更新/111人瀏覽","111人","https://rent.591.com.tw/rent-detail-11191808.html","VIP"
"溫馨捷運小套房，生活機能佳，近小巨蛋","分租套房   |  5.5坪   |  樓層：3/4","10,800 元/月","松山區-南京東路四段133巷","屋主張先生/2小時內更新/15人瀏覽","15人","https://rent.591.com.tw/rent-detail-11246731.html","VIP"
"●近捷運站●簡約小套房●東區最低價●","分租套房   |  5坪   |  樓層：3/5","9,000 元/月","大安區-仁愛路四段18號","代理人蕭先生/2小時內更新/114人瀏覽","114人","https://rent.591.com.tw/rent-detail-11157385.html","VIP"
"*光復北*小資族*溫馨電梯套房","分租套房   |  6坪   |  樓層：1/12","10,000 元/月","松山區-光復北路","仲介李小姐/2小時內更新/1條問答/33人瀏覽","33人","https://rent.591.com.tw/rent-detail-11249365.html","VIP"
"SOGO商圈/北科大/優質地段/視野明亮","分租套房   |  6坪   |  樓層：12/14","13,000 元/月","大安區-忠孝東路三段","屋主王小姐/2小時內更新/26人瀏覽","26人","https://rent.591.com.tw/rent-detail-11189926.html","VIP"
"生活機能佳溫馨套房","分租套房   |  4.5坪   |  樓層：2/4","9,300 元/月","松山區-民權東路五段","屋主張小姐/2小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11281150.html","VIP"
"國北教科技大樓站優質套房","分租套房   |  6坪   |  樓層：3/4","15,000 元/月","大安區-和平東路二段","屋主陳先生/2小時內更新/1條問答/40人瀏覽","40人","https://rent.591.com.tw/rent-detail-11146164.html","VIP"
"臨近敦南金融街小套房","分租套房   |  6坪   |  樓層：3/4","13,500 元/月","大安區-四維路157號","屋主林小姐/2小時內更新/1條問答/23人瀏覽","23人","https://rent.591.com.tw/rent-detail-11248120.html","VIP"
"師大路分租套房","分租套房   |  8坪   |  樓層：3/5","9,000 元/月","大安區-雲和街72巷","屋主江先生/2小時內更新/4條問答/138人瀏覽","138人","https://rent.591.com.tw/rent-detail-10382747.html","VIP"
"捷運三民4號出口2分鐘","分租套房   |  15坪   |  樓層：5/5","10,000 元/月","松山區-南京東路五段251巷","屋主劉太太/2小時內更新/2條問答/75人瀏覽","75人","https://rent.591.com.tw/rent-detail-11262795.html","VIP"
"師大走路一分鐘,生活機能齊全又安靜","分租套房   |  6坪   |  樓層：5/5","8,800 元/月","大安區-泰順街2巷","屋主胡小姐/2小時內更新/186人瀏覽","186人","https://rent.591.com.tw/rent-detail-11275382.html","VIP"
"可短租台北忠孝復興套房:近北科大.北商","分租套房   |  7坪   |  樓層：7/14","10,000 元/月","大安區-忠孝東路三段248巷","屋主周小姐/2小時內更新/1條問答/85人瀏覽","85人","https://rent.591.com.tw/rent-detail-11169716.html","VIP"
"捷運東門站中正紀念堂旁雅靜套房","分租套房   |  5.5坪   |  樓層：3/5","13,000 元/月","大安區-信義路二段10巷11弄5號","屋主周先生/2小時內更新/1條問答/30人瀏覽","30人","https://rent.591.com.tw/rent-detail-11266888.html","VIP"
"民生社區、共用廚房、洗衣，大空間，","分租套房   |  6坪   |  樓層：4/4","11,500 元/月","松山區-撫遠街261巷","仲介林先生/2小時內更新/74人瀏覽","74人","https://rent.591.com.tw/rent-detail-11280043.html","VIP"
"國父紀念館全新裝潢乾濕分離、獨立陽台套房","分租套房   |  3.5坪   |  樓層：2/7","14,800 元/月","松山區-市民大道四段","屋主施先生/2小時內更新/1條問答/78人瀏覽","78人","https://rent.591.com.tw/rent-detail-9974176.html","VIP"
"全新裝潢、捷運大安站、靜巷、採光佳","分租套房   |  5.7坪   |  樓層：4/4","11,500 元/月","大安區-瑞安街120巷","屋主易先生/2小時內更新/46人瀏覽","46人","https://rent.591.com.tw/rent-detail-11263201.html","VIP"
